Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
UnityEngine.CoreModule.dll!UnityEngine::Object.op_Equality(),0.0036,0.0028,0.0428,896,1143,992,5,7,1.28620002738899,0.004301672,0.003200001,0.004200001,2093,7,7,7,299,852,0.0002,0.0415,852,992,0.0034
UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::BuiltinRuntimeReflectionSystem.BuiltinUpdate(),0.0036,0.0019,0.058,961,919,1043,4,4,1.45510000153445,0.004866555,0.0026,0.0054,299,1,1,1,299,852,0.0019,0.058,919,1043,0.0045
WaitForRenderJobs,0.0036,0.002,0.0343,1011,1110,981,3,5,1.42800000973511,0.00477592,0.0027,0.0058,897,3,3,3,299,852,0.0001,0.0332,859,981,0.0042
Cleanup Unused Cached Data,0.0036,0.0023,0.2882,1052,993,990,3,3,2.2958000486251,0.007678261,0.0029,0.0065,299,1,1,1,299,852,0.0023,0.2882,993,990,0.0072
PlayerCleanupCachedData,0.0035,0.0022,0.2881,918,1035,990,4,4,2.26030001882464,0.007559532,0.0028,0.0064,299,1,1,1,299,852,0.0022,0.2881,1035,990,0.0072
PlayerEndOfFrame,0.0035,0.0026,0.0139,1057,1031,888,2,2,1.13240001071244,0.003787291,0.0033,0.004,299,1,1,1,299,852,0.0026,0.0139,1031,888,0.0035
RenderLoop.CleanupNodeQueue,0.0035,0.0029,0.0187,1146,1135,1103,3,6,1.15050002612406,0.003847826,0.0033,0.0042,2392,8,8,8,299,852,0.0001,0.0163,852,1103,0.0031
PhysX.ScScene.ccdBroadPhase,0.0034,0.0024,0.0094,887,1044,902,4,4,0.131000001681969,0.003742857,0.0032,0.0039,35,1,1,1,35,859,0.0024,0.0094,1044,902,0
Initialization.AsyncUploadTimeSlicedUpdate,0.0034,0.0006,0.0191,943,1062,967,2,2,1.07360000628978,0.003590635,0.0029,0.0042,299,1,1,1,299,852,0.0006,0.0191,1062,967,0.0033
PhysX.ScScene.updateBodiesAndShapes,0.0033,0.0005,0.0258,1068,977,931,4,4,0.231000000901986,0.003609375,0.0029,0.0036,65,1,1,2,64,852,0.0002,0.0258,899,931,0
PhysX.ScScene.postIslandGen,0.0033,0.0008,0.0058,1134,977,896,4,4,0.212100001634099,0.003477049,0.0029,0.0039,62,1,1,2,61,852,0.0006,0.0058,899,896,0
PhysX.ScScene.fetchPatchEventsTask,0.0032,0.0023,0.0051,960,956,896,4,4,0.0858000016305596,0.0033,0.0029,0.0035,27,1,1,2,26,868,0.0008,0.0051,899,896,0
PhysX.ScScene.islandInsertion,0.0032,0.0022,0.0119,1014,1093,1137,4,4,0.0920999983791262,0.004847368,0.0025,0.0057,20,1,1,2,19,852,0.0022,0.0119,1093,1137,0
mscorlib.dll!System.Threading::SynchronizationContext.get_Current(),0.0032,0.0023,0.0552,1109,919,918,4,4,1.23900000937283,0.004143813,0.0028,0.0041,299,1,1,1,299,852,0.0023,0.0552,919,918,0.0036
PhysX.ScScene.ccdBroadPhaseAABB,0.0031,0.002,0.0156,1021,852,1071,4,4,0.21220000134781,0.003368254,0.0027,0.0035,64,1,1,2,63,852,0.002,0.0156,852,1071,0
Profiler.CollectDrawStats,0.0031,0.0023,0.02,1025,1149,898,3,3,1.12400001240894,0.003759197,0.0028,0.0036,299,1,1,1,299,852,0.0023,0.02,1149,898,0.0027
UnityEngine.CoreModule.dll!UnityEngine::Object.CompareBaseObjects(),0.003000001,0.0023,0.0292,1030,969,992,5,8,1.07050002453616,0.003580268,0.002700001,0.003600001,4485,15,15,15,299,852,0,0.0281,852,992,0.003
updateScene.Invoke,0.003,0.0009,0.0408,908,919,1057,2,2,1.30820000451058,0.004375251,0.002,0.0048,299,1,1,1,299,852,0.0009,0.0408,919,1057,0.0189
CustomRenderTextures.Update,0.003,0.0018,0.0142,1007,1124,858,3,3,1.13470000424422,0.003794983,0.0024,0.004,299,1,1,1,299,852,0.0018,0.0142,1124,858,0.0043
Render.Prepare,0.003,0.0025,0.0105,1143,1089,1139,4,4,0.958800006890669,0.003206689,0.0029,0.0033,299,1,1,1,299,852,0.0025,0.0105,1089,1139,0.0033
Animator.ProcessAnimations,0.0029,0.002,0.0386,943,971,857,7,7,1.12240000395104,0.004081455,0.0024,0.0047,275,1,1,1,275,852,0.002,0.0386,971,857,0.0056
FindActiveLights,0.0029,0.002,0.0133,1026,953,1123,6,6,0.978600011905655,0.00327291,0.0026,0.0033,299,1,1,1,299,852,0.002,0.0133,953,1123,0.0021
Initialization.DirectorSampleTime,0.0028,0.002,0.0152,880,929,964,2,2,1.04340000427328,0.003489632,0.0025,0.0034,299,1,1,1,299,852,0.002,0.0152,929,964,0.0028
afterCullingOutputReady.Invoke,0.0028,0.0021,0.0132,957,863,879,6,6,0.913600010215305,0.003055518,0.0026,0.0031,598,2,2,2,299,852,0.0006,0.0121,861,879,0.0026
PreUpdate.AIUpdate,0.0028,0.0019,0.0639,977,1046,899,2,2,1.19670000788756,0.004002341,0.0024,0.0039,299,1,1,1,299,852,0.0019,0.0639,1046,899,0.0026
mscorlib.dll!::Enumerator.MoveNext(),0.0027,0.0022,0.0741,1133,958,1111,3,4,0.936400025268085,0.003131773,0.0026,0.003,2392,8,8,8,299,852,0.0001,0.0722,852,1111,0.0027
RenderTexture.GarbageCollectTemporary,0.0026,0.0011,0.0256,875,1124,950,2,5,0.965300009527709,0.003228428,0.0018,0.0039,598,2,2,2,299,852,0.0003,0.0247,949,950,0.0023
Update.ScriptRunBehaviourUpdate,0.0026,0.0017,0.0116,895,1028,867,2,2,0.973200005246326,0.003254849,0.0022,0.0036,299,1,1,1,299,852,0.0017,0.0116,1028,867,0.0023
EarlyUpdate.ScriptRunDelayedStartupFrame,0.0026,0.0016,0.0488,1005,963,922,2,2,1.03260000667069,0.003453512,0.0022,0.0035,299,1,1,1,299,852,0.0016,0.0488,963,922,0.0029
UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.GetDefaultSkin(),0.0025,0.0015,0.0288,869,1097,1111,4,4,0.967500013415702,0.003235786,0.0021,0.0032,299,1,1,1,299,852,0.0015,0.0288,1097,1111,0.0024
SkinnedMeshPrepareDispatchUpdate,0.0025,0.0016,0.0175,925,1141,1069,4,7,0.815700019011274,0.002728094,0.0022,0.0028,1495,5,5,5,299,852,0.0001,0.0158,853,1069,0.0025
UnityEngine.CoreModule.dll!UnityEngine::Rect.Contains(),0.0025,0.0018,0.039,1083,1143,884,5,5,0.956700006732717,0.003199666,0.0022,0.0033,299,1,1,1,299,852,0.0018,0.039,1143,884,0.0023
ReflectionProbes.Update,0.0025,0.0013,0.0558,1096,919,1043,5,5,1.04730000055861,0.003502676,0.0018,0.0038,299,1,1,1,299,852,0.0013,0.0558,919,1043,0.0028
Profiler.CollectUIStats,0.0024,0.0017,0.0158,887,1113,1015,2,2,0.992600007099099,0.003319732,0.0021,0.0036,299,1,1,1,299,852,0.0017,0.0158,1113,1015,0.002
UnityEngine.InputLegacyModule.dll!::HitInfo.op_Implicit(),0.0024,0.002,0.0945,1062,929,918,6,6,0.834100036357995,0.002789632,0.0023,0.0025,1794,6,6,6,299,852,0.0003,0.0913,852,918,0.0023
Director.SampleTime,0.0023,0.0017,0.0146,1038,904,964,3,3,0.869200006243773,0.002907024,0.002,0.0029,299,1,1,1,299,852,0.0017,0.0146,904,964,0.0024
UnityEngine.CoreModule.dll!UnityEngine::Application.InvokeOnBeforeRender(),0.0023,0.0018,0.0095,1067,968,853,3,3,0.74080000538379,0.002477592,0.0022,0.0025,299,1,1,1,299,852,0.0018,0.0095,968,853,0.0023
PreLateUpdate.ScriptRunBehaviourLateUpdate,0.0022,0.0012,0.0286,932,1065,965,2,2,0.899100008769892,0.003007023,0.0017,0.0031,299,1,1,1,299,852,0.0012,0.0286,1065,965,0.006
UnityEngine.InputLegacyModule.dll!::HitInfo.Compare(),0.0022,0.0019,0.0096,966,1052,976,6,6,0.684000005014241,0.002287625,0.0021,0.0023,897,3,3,3,299,852,0.0006,0.0073,853,938,0.002
UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.CleanupRenderPipeline(),0.0022,0.0014,0.0318,993,971,976,2,2,0.769300013082102,0.00257291,0.0019,0.0027,897,3,3,3,299,852,0.0004,0.0305,852,976,0.0019
Initialization.PlayerUpdateTime,0.0022,0.0015,0.0365,999,995,890,2,2,0.919300005538389,0.003074582,0.0019,0.0029,299,1,1,1,299,852,0.0015,0.0365,995,890,0.0017
EarlyUpdate.UpdatePreloading,0.0022,0.0018,0.043,1067,905,1087,2,2,0.899800010025501,0.003009364,0.002,0.0027,299,1,1,1,299,852,0.0018,0.043,905,1087,0.0022
MeshRendererPrepareDispatchUpdate,0.0022,0.0016,0.008900001,1109,902,983,4,7,0.728900023445021,0.002437793,0.002,0.0026,1495,5,5,5,299,852,0.0001,0.0075,858,983,0.0025
Loading.UpdatePreloading,0.0021,0.0016,0.0429,854,931,1087,3,3,0.845100004808046,0.002826422,0.0018,0.0025,299,1,1,1,299,852,0.0016,0.0429,931,1087,0.0021
UnityEditor.dll!UnityEditor::EditorGUIUtility.SkinChanged(),0.0021,0.0015,0.0527,934,955,883,5,5,0.815600005793385,0.002727759,0.0018,0.0025,299,1,1,1,299,852,0.0015,0.0527,955,883,0.002
Profiler.CollectPhysicsStats,0.0021,0.0014,0.0184,986,991,1063,3,3,0.772100005182438,0.002582274,0.0019,0.0025,299,1,1,1,299,852,0.0014,0.0184,991,1063,0.0019
UpdateRendererBoundingVolumes,0.002000001,0.0013,0.0133,1092,1054,1093,3,6,0.754300026339479,0.002522743,0.0018,0.002300001,16744,56,56,56,299,852,0,0.0114,852,1093,0.002000001
BehaviourUpdate,0.002,0.0013,0.0099,903,1028,1007,3,3,0.750800007139333,0.002511037,0.0017,0.0027,299,1,1,1,299,852,0.0013,0.0099,1028,1007,0.0019
Shadows.CullingCallbacks,0.002,0.0017,0.0117,922,914,1123,6,6,0.624300005147234,0.00208796,0.0019,0.0021,299,1,1,1,299,852,0.0017,0.0117,914,1123,0.0021
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.002,0.0015,0.0075,1016,1051,1150,4,4,0.633100003935397,0.002117391,0.0019,0.0022,299,1,1,1,299,852,0.0015,0.0075,1051,1150,0.002
UnityEditor.dll!UnityEditor::EditorStyles.UpdateSkinCache(),0.002,0.0013,0.048,994,995,883,6,7,0.778300008096267,0.00260301,0.0018,0.0025,598,2,2,2,299,852,0.0001,0.0455,944,883,0.0019
RenderForwardAlpha.Render,0.0019,0.0016,0.0056,1012,1038,911,5,5,0.623100005206652,0.002083946,0.0018,0.0021,299,1,1,1,299,852,0.0016,0.0056,1038,911,0.0017
Physics.ProcessReports,0.0019,0.0013,0.0063,1018,1028,1011,3,3,0.215200001024641,0.002241667,0.0016,0.0026,97,1,1,2,96,852,0.0009,0.0063,899,1011,0
PhysX.ScScene.constraintProjection,0.0019,0.0002,0.0049,1031,1034,928,4,4,0.0662000014563091,0.001789189,0.0003,0.0029,37,1,1,1,37,859,0.0002,0.0049,1034,928,0
UnityEngine.CoreModule.dll!UnityEngine::BeforeRenderHelper.Invoke(),0.0018,0.0013,0.0075,881,968,853,4,4,0.564100006595254,0.001886622,0.0017,0.0019,299,1,1,1,299,852,0.0013,0.0075,968,853,0.0017
FixedUpdate.ScriptRunDelayedFixedFrameRate,0.0018,0.0009,0.0094,918,1048,980,2,2,0.246800002409145,0.002570833,0.0014,0.0026,97,1,1,2,96,852,0.0008,0.0094,899,980,0
LateBehaviourUpdate,0.0017,0.0008,0.0132,887,1126,965,3,3,0.657400004565716,0.002198662,0.0013,0.0023,299,1,1,1,299,852,0.0008,0.0132,1126,965,0.0046
mscorlib.dll!System.Collections.Generic::List`1.AddRange(),0.0017,0.0012,0.0129,927,859,921,5,5,0.663300003041513,0.002218395,0.0015,0.0021,299,1,1,1,299,852,0.0012,0.0129,859,921,0.002
PhysX.ScScene.preallocateContactManagers,0.0017,0.0005,0.0069,950,859,1058,4,4,0.14520000142511,0.002461017,0.0007,0.004,59,1,1,1,59,852,0.0005,0.0069,859,1058,0
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect(),0.0017,0.001,0.0139,1083,926,893,5,5,0.734700002940372,0.002457191,0.0012,0.0027,299,1,1,1,299,852,0.001,0.0139,926,893,0.0011
UnityEngine.CoreModule.dll!UnityEngine::Object.op_Inequality(),0.0017,0.0014,0.0037,1140,1072,870,5,7,0.525200024712831,0.001756522,0.0016,0.0018,2093,7,7,7,299,852,0.0002,0.0012,852,870,0.0015
UnityEngine.IMGUIModule.dll!UnityEngine::Event.Internal_MakeMasterEventCurrent(),0.0017,0.0013,0.0069,1142,1024,1111,3,3,0.546400006045587,0.001827425,0.0016,0.0019,299,1,1,1,299,852,0.0013,0.0069,1024,1111,0.0017
TextRendering.CollectGarbage,0.0016,0.0003,0.0349,922,919,1057,3,3,0.81090000300901,0.00271204,0.0009,0.0028,299,1,1,1,299,852,0.0003,0.0349,919,1057,0.0166
UpdatePreloading,0.0016,0.0012,0.0134,928,943,1095,4,4,0.632200004765764,0.002114381,0.0014,0.0019,299,1,1,1,299,852,0.0012,0.0134,943,1095,0.0013
Profiler.CollectPhysics2DStats,0.0016,0.0013,0.0098,932,1024,1073,3,3,0.542900003376417,0.001815719,0.0015,0.0018,299,1,1,1,299,852,0.0013,0.0098,1024,1073,0.0016
FixedUpdate.AudioFixedUpdate,0.0016,0.0012,0.0072,1077,852,1087,2,2,0.19900000130292,0.002072917,0.0014,0.0021,97,1,1,2,96,852,0.0012,0.0072,852,1087,0
UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.Internal_GetDefaultSkin(),0.0015,0.0009,0.0104,953,856,882,5,5,0.577100005582906,0.0019301,0.0012,0.0019,299,1,1,1,299,852,0.0009,0.0104,856,882,0.0016
beforeCameraRender.Invoke,0.0015,0.001,0.0112,1007,949,995,3,3,0.53550000267569,0.00179097,0.0014,0.0017,299,1,1,1,299,852,0.001,0.0112,949,995,0.0014
Material.SetPassFast,0.0015,0.001,0.007,1109,862,1110,5,5,0.492000004625879,0.001645485,0.0014,0.0017,299,1,1,1,299,852,0.001,0.007,862,1110,0.0012
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_allCamerasCount(),0.0014,0.001,0.008400001,855,853,917,5,6,0.493500009237323,0.001650502,0.0012,0.0017,598,2,2,2,299,852,0.0002,0.0081,852,917,0.0012
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate(),0.0014,0.0009,0.0202,917,861,916,3,3,0.471100012888201,0.001575585,0.0011,0.0017,695,2,2,4,299,852,0.0003,0.0197,868,916,0.0012
Physics2D.Simulate,0.0014,0.001,0.0073,944,859,980,3,3,0.171700001927093,0.001788542,0.0012,0.0019,97,1,1,2,96,852,0.0006,0.0073,899,980,0
CleanUp.TextRenderingGarbageCollect,0.0013,0.0007,0.2861,886,852,990,5,5,1.49470002157614,0.004998997,0.001,0.0033,299,1,1,1,299,852,0.0007,0.2861,852,990,0.0054
Application.Integrate Assets in Background,0.0013,0.001,0.0122,919,879,881,5,5,0.526100002345629,0.001759532,0.0011,0.0015,299,1,1,1,299,852,0.001,0.0122,879,881,0.0011
UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::UIElementsUtility.GetPanelsIterator(),0.0013,0.001,0.0662,934,917,906,4,4,0.467000001808628,0.001561873,0.0012,0.0015,299,1,1,1,299,852,0.001,0.0662,917,906,0.0014
Renderers.OncePerFrameUpdate,0.0013,0.0008,0.006,936,951,1104,3,3,0.454500006570015,0.001520067,0.0011,0.0016,598,2,2,2,299,852,0.0002,0.0057,878,1104,0.0015
AnimationClipPlayable.EvaluateClip,0.0013,0.0008,0.0209,957,862,1115,8,8,0.501000004587695,0.001776596,0.001,0.002,282,1,1,1,282,852,0.0008,0.0209,862,1115,0
PreUpdate.Physics2DUpdate,0.0013,0.0003,0.0076,1023,889,870,2,2,0.436000005225651,0.001458194,0.0006,0.0016,299,1,1,1,299,852,0.0003,0.0076,889,870,0.0016
PreUpdate.WindUpdate,0.0013,0.0007,0.0208,1050,1040,867,2,2,0.544700006605126,0.001821739,0.0011,0.0018,299,1,1,1,299,852,0.0007,0.0208,1040,867,0.0014
PhysX.Completion Task,0.0013,0.0008,0.0105,1096,931,1068,4,4,0.111200001148973,0.001793548,0.0011,0.0016,63,1,1,2,62,852,0.0005,0.0105,899,1068,0
mscorlib.dll!System.Collections.Generic::List`1.InsertRange(),0.0013,0.0009,0.0121,1129,945,921,6,6,0.545200003427453,0.001823411,0.0011,0.0017,299,1,1,1,299,852,0.0009,0.0121,945,921,0.0017
AudioManager.FixedUpdate,0.0012,0.0008,0.0057,918,852,862,3,3,0.146800001035444,0.001529167,0.001,0.0016,97,1,1,2,96,852,0.0008,0.0057,852,862,0
UnityEngine.CoreModule.dll!UnityEngine::Object.IsNativeObjectAlive(),0.0012,0.0008,0.0217,920,1044,992,7,7,0.46360000630375,0.001550502,0.001,0.0015,299,1,1,1,299,852,0.0008,0.0217,1044,992,0.0013
Animators.WriteProperties,0.0012,0.0006,0.0243,940,1005,1104,5,5,0.474800003925338,0.00158796,0.0008,0.0017,299,1,1,1,299,852,0.0006,0.0243,1005,1104,0.0019
AddActiveLocalLights,0.0012,0.001,0.0021,954,875,955,8,8,0.0187000002479181,0.001246667,0.0011,0.0013,15,1,1,1,15,875,0.001,0.0021,875,955,0
FixedUpdate.ScriptRunBehaviourFixedUpdate,0.0012,0.0009,0.0103,1021,1100,1119,2,2,0.1537000015378,0.001601042,0.0011,0.0016,97,1,1,2,96,852,0.0008,0.0103,899,1119,0
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect_Injected(),0.0012,0.0006,0.0127,1082,919,893,6,6,0.563500005169772,0.001884615,0.0008,0.0022,299,1,1,1,299,852,0.0006,0.0127,919,893,0.0008
PreLateUpdate.ConstraintManagerUpdate,0.0012,0.0008,0.0338,1108,904,1034,2,2,0.561700004152954,0.001878595,0.001,0.0019,299,1,1,1,299,852,0.0008,0.0338,904,1034,0.0012
Shadows.Sort,0.0011,0.0007,0.0035,1046,877,1144,9,9,0.343600016145501,0.001149164,0.001,0.0012,1794,6,6,6,299,852,0,0.0024,852,1144,0.001
FixedUpdate.DirectorFixedUpdatePostPhysics,0.0011,0.0006,0.0049,1056,878,947,2,2,0.143000001087785,0.001489583,0.0008,0.0016,97,1,1,2,96,852,0.0006,0.0049,878,947,0
UGUI.Rendering.RenderOverlays,0.0011,0.0008,0.0039,1079,855,1081,2,2,0.361600004718639,0.001209365,0.001,0.0013,299,1,1,1,299,852,0.0008,0.0039,855,1081,0.0009
FrameEvents.XRBeginFrame,0.0011,0.0007,0.0086,1086,1123,852,2,2,0.387400006409734,0.001295652,0.001,0.0013,299,1,1,1,299,852,0.0007,0.0086,1123,852,0.0015
PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0011,0.0006,0.0163,1112,968,865,2,2,0.456400004099123,0.001526421,0.0009,0.0016,299,1,1,1,299,852,0.0006,0.0163,968,865,0.0036
Clear,0.001,0.0008,0.0022,948,877,996,6,6,0.31100000499282,0.001040134,0.0009,0.0011,299,1,1,1,299,852,0.0008,0.0022,877,996,0.0009
mscorlib.dll!::Reader.get_SynchronizationContext(),0.001,0.0008,0.0115,1002,878,1055,5,5,0.368200002936646,0.001231438,0.0009,0.0012,299,1,1,1,299,852,0.0008,0.0115,878,1055,0.0009
Update.DirectorUpdate,0.001,0.0004,0.0321,1043,905,1080,2,2,0.474600002868101,0.001587291,0.0008,0.0015,299,1,1,1,299,852,0.0004,0.0321,905,1080,0.0017
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_mousePosition(),0.001,0.0006,0.0101,1049,1099,913,5,5,0.409200005582534,0.001368562,0.0008,0.0015,299,1,1,1,299,852,0.0006,0.0101,1099,913,0.0008
PhysX.ThirdPassIslandGenTask,0.001,0.0006,0.009699999,1116,976,1055,4,4,0.0783000002847984,0.00174,0.0008,0.0017,82,2,1,2,45,852,0.0001,0.009699999,928,1055,0
Animator.PrepareAnimationEvents,0.001,0.0006,0.0087,1119,856,1033,7,7,0.371600004378706,0.001317731,0.0008,0.0015,282,1,1,1,282,852,0.0006,0.0087,856,1033,0
LOD.ComputeLOD,0.001,0.0008,0.0053,1123,914,854,5,6,0.334300007903948,0.00111806,0.001,0.0011,598,2,2,2,299,852,0.0001,0.0048,852,854,0.0009
FixedUpdate.DirectorFixedUpdate,0.001,0.0008,0.0065,1134,852,1031,2,2,0.123900001402944,0.001290625,0.0009,0.0013,97,1,1,2,96,852,0.0004,0.0065,899,1031,0
SkinnedMeshFinalizeUpdate,0.0009,0.0004,0.0054,872,1048,1069,4,7,0.292000010842457,0.0009765887,0.0008,0.001,1495,5,5,5,299,852,0,0.005,852,1069,0.0009
UnityEngine.UIElementsModule.dll!UnityEngine.UIElements::Panel.get_contextType(),0.0009,0.0005,0.0036,900,975,1139,4,4,0.268400012690108,0.0008976589,0.0008,0.001,1794,6,6,6,299,852,0,0.0012,876,1025,0.0007
UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.0009,0.0005,0.0058,976,859,1058,2,3,0.314000009384472,0.001050167,0.0008,0.0011,598,2,2,2,299,852,0.0001,0.0053,859,1058,0.0009
MeshRendererFinalizeUpdate,0.0009,0.0006,0.008599999,1067,903,1069,4,7,0.317000013776124,0.001060201,0.0008,0.0011,1495,5,5,5,299,852,0,0.0081,853,1069,0.0009
FindBrightestDirectionalLight,0.0009,0.0006,0.0023,856,886,910,5,5,0.26810000394471,0.0008966555,0.0008,0.001,299,1,1,1,299,852,0.0006,0.0023,886,910,0.0007
PostLateUpdate.UpdateAllSkinnedMeshes,0.0009,0.0004,0.0048,864,968,960,2,2,0.316300003905781,0.00105786,0.0006,0.0011,299,1,1,1,299,852,0.0004,0.0048,968,960,0.0014
PhysX.ScScene.postThirdPassIslandGenTask,0.0009,0.0004,0.0063,887,956,1014,4,4,0.0799000014085323,0.00194878,0.0006,0.0034,41,1,1,1,41,859,0.0004,0.0063,956,1014,0
EarlyUpdate.ProcessMouseInWindow,0.0009,0.0006,0.0112,983,1143,1064,2,2,0.333100003423169,0.001114047,0.0008,0.0011,299,1,1,1,299,852,0.0006,0.0112,1143,1064,0.0008
PostLateUpdate.VFXUpdate,0.0009,0.0005,0.0054,997,904,937,2,2,0.358100005018059,0.001197659,0.0007,0.0014,299,1,1,1,299,852,0.0005,0.0054,904,937,0.0016
Animator.WriteTransforms,0.0009,0.0003,0.0501,1016,1124,1027,7,7,0.343700003810227,0.001534375,0.0007,0.0014,224,1,1,1,224,852,0.0003,0.0501,1124,1027,0.0018
PostLateUpdate.UpdateVideo,0.0009,0.0004,0.0121,1017,919,1062,2,2,0.348600004275795,0.001165886,0.0007,0.0013,299,1,1,1,299,852,0.0004,0.0121,919,1062,0.0037
Profiler.CollectVideoStats,0.0009,0.0006,0.0089,1088,949,1073,3,3,0.346200004452839,0.00115786,0.0008,0.0011,299,1,1,1,299,852,0.0006,0.0089,949,1073,0.0009
UnityEngine.CoreModule.dll!UnityEngine::Display.RelativeMouseAt(),0.0009,0.0007,0.0731,1097,856,854,5,5,0.418600004399195,0.0014,0.0008,0.0011,299,1,1,1,299,852,0.0007,0.0731,856,854,0.0008
Animator.WriteProperties,0.0009,0.0005,0.0221,1114,867,1104,6,6,0.387400003965013,0.001295652,0.0007,0.0014,299,1,1,1,299,852,0.0005,0.0221,867,1104,0.0015
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.GetMouseButtonDown(),0.0008,0.0004,0.0046,873,1148,1007,6,6,0.271900008548982,0.0009093645,0.0006,0.0009999999,897,3,3,3,299,852,0,0.0041,1065,1007,0.0008
mscorlib.dll!System.Collections.Generic::List`1.GetEnumerator(),0.0008,0.0006,0.003,900,865,1139,3,3,0.24470000108704,0.0008183946,0.0007,0.0009,299,1,1,1,299,852,0.0006,0.003,865,1139,0.0008
FixedBehaviourUpdate,0.0008,0.0006,0.01,998,865,1119,3,3,0.105700000945944,0.001101042,0.0007,0.001,97,1,1,2,96,852,0.0005,0.01,899,1119,0
UnityEngine.CoreModule.dll!UnityEngine::Object.op_Implicit(),0.0008,0.0006,0.0154,1005,908,882,4,4,0.309300002525561,0.001034448,0.0007,0.001,299,1,1,1,299,852,0.0006,0.0154,908,882,0.0008
PostLateUpdate.TriggerEndOfFrameCallbacks,0.0008,0.0004,0.0115,1010,857,963,2,2,0.320300005027093,0.001071237,0.0006,0.0011,299,1,1,1,299,852,0.0004,0.0115,857,963,0.0017
ReflectionProbeAnchorManagerUpdate,0.0008,0.0005,0.0062,1011,966,947,4,6,0.267400011071004,0.0008943144,0.0007,0.0009,897,3,3,3,299,852,0.0001,0.0056,854,947,0.0009
EarlyUpdate.ExecuteMainThreadJobs,0.0008,0.0005,0.1297,1044,896,1079,2,2,0.439899993652944,0.001471237,0.0007,0.001,299,1,1,1,299,852,0.0005,0.1297,896,1079,0.0013
Animators.SortWriteJob,0.0008,0.0005,0.0126,1052,906,1007,5,5,0.321700002532452,0.00107592,0.0007,0.0011,598,2,2,2,299,852,0,0.0126,852,1007,0.0025
CullPerObjectLightsCombine,0.0008,0.0007,0.0011,1061,929,904,7,7,0.0304000007454306,0.0008444444,0.0008,0.0009,36,1,1,1,36,852,0.0007,0.0011,929,904,0
PreUpdate.PhysicsUpdate,0.0008,0.0003,0.0345,1113,1048,1031,2,2,0.355400004074909,0.001188629,0.0007,0.0011,299,1,1,1,299,852,0.0003,0.0345,1048,1031,0.0008
Initialization.XREarlyUpdate,0.0008,0.0005,0.0058,1131,943,1095,2,2,0.329900002514478,0.001103344,0.0007,0.0011,299,1,1,1,299,852,0.0005,0.0058,943,1095,0.0008
Animators.PrepareSecondPass,0.0008,0.0006,0.0471,1136,930,1095,5,5,0.398200003430247,0.001331773,0.0007,0.0012,299,1,1,1,299,852,0.0006,0.0471,930,1095,0.0043
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.GetMouseButton(),0.0007,0.0004,0.0028,905,1036,976,6,6,0.220600008848123,0.0007377927,0.0006,0.0008,897,3,3,3,299,852,0,0.0025,1036,1081,0.0006
UnityEngine.CoreModule.dll!UnityEngine::Camera.GetAllCamerasCount(),0.0007,0.0004,0.0054,936,866,917,6,7,0.265000006940681,0.0008862877,0.0006,0.0009999999,598,2,2,2,299,852,0,0.0053,866,917,0.0006
PreUpdate.IMGUISendQueuedEvents,0.0007,0.0004,0.0549,910,869,884,2,2,0.315600005968008,0.001055518,0.0005,0.0008,299,1,1,1,299,852,0.0004,0.0549,869,884,0.0005
Physics.Interpolation,0.0007,0.0002,0.0349,933,949,1031,3,3,0.329700006870553,0.001102676,0.0005,0.0011,395,1,1,2,299,852,0.0002,0.0343,905,1031,0.0005
EarlyUpdate.DispatchEventQueueEvents,0.0007,0.0005,0.0064,947,856,860,2,2,0.267100004653912,0.0008933111,0.0006,0.0009,299,1,1,1,299,852,0.0005,0.0064,856,860,0.0006
EarlyUpdate.UnityWebRequestUpdate,0.0007,0.0004,0.046,963,934,922,2,2,0.349400006292854,0.001168562,0.0006,0.0009,299,1,1,1,299,852,0.0004,0.046,934,922,0.0005
Physics.UpdateBodies,0.0007,0.0004,0.0048,982,874,1008,3,3,0.089300001389347,0.0009302084,0.0005,0.0009,97,1,1,2,96,852,0.0003,0.0048,899,1008,0
