Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
Profiler.CollectDrawStats,0.003,0.003,0.003,1314,1314,1314,3,3,0.00300000002607703,0.003,0.003,0.003,1,1,1,1,1,1314,0.003,0.003,1314,1314,0.003
RenderForwardAlpha.Render,0.003,0.003,0.003,1314,1314,1314,5,5,0.00300000002607703,0.003,0.003,0.003,1,1,1,1,1,1314,0.003,0.003,1314,1314,0.003
Initialization.DirectorSampleTime,0.0029,0.0029,0.0029,1314,1314,1314,2,2,0.00290000019595027,0.0029,0.0029,0.0029,1,1,1,1,1,1314,0.0029,0.0029,1314,1314,0.0029
Initialization.PlayerUpdateTime,0.0028,0.0028,0.0028,1314,1314,1314,2,2,0.00279999990016222,0.0028,0.0028,0.0028,1,1,1,1,1,1314,0.0028,0.0028,1314,1314,0.0028
UIEvents.CanvasManagerEmitOffScreenGeometry,0.0028,0.0028,0.0028,1314,1314,1314,2,2,0.00279999990016222,0.0028,0.0028,0.0028,1,1,1,1,1,1314,0.0028,0.0028,1314,1314,0.0028
UnityEngine.CoreModule.dll!UnityEngine::Application.InvokeOnBeforeRender(),0.0028,0.0028,0.0028,1314,1314,1314,3,3,0.00279999990016222,0.0028,0.0028,0.0028,1,1,1,1,1,1314,0.0028,0.0028,1314,1314,0.0028
Update.ScriptRunBehaviourUpdate,0.0027,0.0027,0.0027,1314,1314,1314,2,2,0.00270000007003546,0.0027,0.0027,0.0027,1,1,1,1,1,1314,0.0027,0.0027,1314,1314,0.0027
PostLateUpdate.UpdateResolution,0.0026,0.0026,0.0026,1314,1314,1314,2,2,0.00260000000707805,0.0026,0.0026,0.0026,1,1,1,1,1,1314,0.0026,0.0026,1314,1314,0.0026
Profiler.CollectUIStats,0.0026,0.0026,0.0026,1314,1314,1314,2,2,0.00260000000707805,0.0026,0.0026,0.0026,1,1,1,1,1,1314,0.0026,0.0026,1314,1314,0.0026
Render.Mesh,0.0025,0.0025,0.0025,1314,1314,1314,8,10,0.00250000011874363,0.0025,0.0025,0.0025,6,6,6,6,1,1314,0.0001,0.001,1314,1314,0.0025
mscorlib.dll!System.Collections.Generic::Dictionary`2.GetEnumerator(),0.0025,0.0025,0.0025,1314,1314,1314,5,5,0.00249999994412065,0.0025,0.0025,0.0025,1,1,1,1,1,1314,0.0025,0.0025,1314,1314,0.0025
Director.SampleTime,0.0024,0.0024,0.0024,1314,1314,1314,3,3,0.00240000011399388,0.0024,0.0024,0.0024,1,1,1,1,1,1314,0.0024,0.0024,1314,1314,0.0024
FindActiveLights,0.0024,0.0024,0.0024,1314,1314,1314,6,6,0.00240000011399388,0.0024,0.0024,0.0024,1,1,1,1,1,1314,0.0024,0.0024,1314,1314,0.0024
PostLateUpdate.UpdateAllSkinnedMeshes,0.0024,0.0024,0.0024,1314,1314,1314,2,2,0.00240000011399388,0.0024,0.0024,0.0024,1,1,1,1,1,1314,0.0024,0.0024,1314,1314,0.0024
UnityEngine.CoreModule.dll!UnityEngine::BeforeRenderHelper.Invoke(),0.0024,0.0024,0.0024,1314,1314,1314,4,4,0.00240000011399388,0.0024,0.0024,0.0024,1,1,1,1,1,1314,0.0024,0.0024,1314,1314,0.0024
EarlyUpdate.ScriptRunDelayedStartupFrame,0.0023,0.0023,0.0023,1314,1314,1314,2,2,0.00230000005103648,0.0023,0.0023,0.0023,1,1,1,1,1,1314,0.0023,0.0023,1314,1314,0.0023
FrameEvents.XREndFrame,0.0023,0.0023,0.0023,1314,1314,1314,3,3,0.00230000005103648,0.0023,0.0023,0.0023,1,1,1,1,1,1314,0.0023,0.0023,1314,1314,0.0023
UnityEngine.InputLegacyModule.dll!::HitInfo.op_Implicit(),0.0023,0.0023,0.0023,1314,1314,1314,6,6,0.00230000010924414,0.0023,0.0023,0.0023,6,6,6,6,1,1314,0.0003,0.0005,1314,1314,0.0023
SkinnedMeshFinalizeUpdate,0.0023,0.0023,0.0023,1314,1314,1314,4,7,0.00229999999282882,0.0023,0.0023,0.0023,5,5,5,5,1,1314,0,0.0018,1314,1314,0.0023
PostLateUpdate.UpdateVideo,0.0022,0.0022,0.0022,1314,1314,1314,2,2,0.00219999998807907,0.0022,0.0022,0.0022,1,1,1,1,1,1314,0.0022,0.0022,1314,1314,0.0022
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.IsLightmapBakeTypeSupportedByRef(),0.0022,0.0022,0.0022,1314,1314,1314,4,4,0.00219999998807907,0.0022,0.0022,0.0022,1,1,1,1,1,1314,0.0022,0.0022,1314,1314,0.0022
UnityEngine.InputLegacyModule.dll!::HitInfo.Compare(),0.0022,0.0022,0.0022,1314,1314,1314,6,6,0.00219999998807907,0.0022,0.0022,0.0022,3,3,3,3,1,1314,0.0007,0.0008,1314,1314,0.0022
UnityEditor.dll!UnityEditor::EditorStyles.UpdateSkinCache(),0.0021,0.0021,0.0021,1314,1314,1314,6,7,0.00210000004153699,0.0021,0.0021,0.0021,2,2,2,2,1,1314,0.0002,0.0019,1314,1314,0.0021
BehaviourUpdate,0.0021,0.0021,0.0021,1314,1314,1314,3,3,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
EarlyUpdate.UpdatePreloading,0.0021,0.0021,0.0021,1314,1314,1314,2,2,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
PostLateUpdate.InputEndFrame,0.0021,0.0021,0.0021,1314,1314,1314,2,2,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
PostLateUpdate.UpdateVideoTextures,0.0021,0.0021,0.0021,1314,1314,1314,2,2,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
Profiler.CollectPhysicsStats,0.0021,0.0021,0.0021,1314,1314,1314,3,3,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
Render.Prepare,0.0021,0.0021,0.0021,1314,1314,1314,4,4,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
UnityEditor.dll!UnityEditor::EditorGUIUtility.SkinChanged(),0.0021,0.0021,0.0021,1314,1314,1314,5,5,0.00209999992512167,0.0021,0.0021,0.0021,1,1,1,1,1,1314,0.0021,0.0021,1314,1314,0.0021
Loading.UpdatePreloading,0.002,0.002,0.002,1314,1314,1314,3,3,0.0020000000949949,0.002,0.002,0.002,1,1,1,1,1,1314,0.002,0.002,1314,1314,0.002
PostLateUpdate.GUIClearEvents,0.002,0.002,0.002,1314,1314,1314,2,2,0.0020000000949949,0.002,0.002,0.002,1,1,1,1,1,1314,0.002,0.002,1314,1314,0.002
PostLateUpdate.UpdateRectTransform,0.002,0.002,0.002,1314,1314,1314,2,2,0.0020000000949949,0.002,0.002,0.002,1,1,1,1,1,1314,0.002,0.002,1314,1314,0.002
PostLateUpdate.VFXUpdate,0.002,0.002,0.002,1314,1314,1314,2,2,0.0020000000949949,0.002,0.002,0.002,1,1,1,1,1,1314,0.002,0.002,1314,1314,0.002
UpdateRendererBoundingVolumes,0.0019,0.0019,0.0019,1314,1314,1314,3,6,0.00190000009024516,0.0019,0.0019,0.0019,56,56,56,56,1,1314,0,0.0001,1314,1314,0.0019
PostLateUpdate.SortingGroupsUpdate,0.0019,0.0019,0.0019,1314,1314,1314,2,2,0.0019000000320375,0.0019,0.0019,0.0019,1,1,1,1,1,1314,0.0019,0.0019,1314,1314,0.0019
PostLateUpdate.TriggerEndOfFrameCallbacks,0.0019,0.0019,0.0019,1314,1314,1314,2,2,0.0019000000320375,0.0019,0.0019,0.0019,1,1,1,1,1,1314,0.0019,0.0019,1314,1314,0.0019
RenderTexture.ResolveAA,0.0019,0.0019,0.0019,1314,1314,1314,5,5,0.0019000000320375,0.0019,0.0019,0.0019,1,1,1,1,1,1314,0.0019,0.0019,1314,1314,0.0019
UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.GetDefaultSkin(),0.0019,0.0019,0.0019,1314,1314,1314,4,4,0.0019000000320375,0.0019,0.0019,0.0019,1,1,1,1,1,1314,0.0019,0.0019,1314,1314,0.0019
PostLateUpdate.PhysicsSkinnedClothBeginUpdate,0.0018,0.0018,0.0018,1314,1314,1314,2,2,0.00179999996908009,0.0018,0.0018,0.0018,1,1,1,1,1,1314,0.0018,0.0018,1314,1314,0.0018
UGUI.Rendering.EmitWorldScreenspaceCameraGeometry,0.0017,0.0017,0.0017,1314,1314,1314,2,3,0.00170000002253801,0.0017,0.0017,0.0017,2,2,2,2,1,1314,0.0006,0.0011,1314,1314,0.0017
UnityEngine.CoreModule.dll!UnityEngine.Rendering::RenderPipelineManager.get_currentPipeline(),0.0017,0.0017,0.0017,1314,1314,1314,3,3,0.00169999996433035,0.0017,0.0017,0.0017,3,3,3,3,1,1314,0.0001,0.0014,1314,1314,0.0017
Clear,0.0016,0.0016,0.0016,1314,1314,1314,6,6,0.00160000007599592,0.0016,0.0016,0.0016,1,1,1,1,1,1314,0.0016,0.0016,1314,1314,0.0016
mscorlib.dll!System.Collections.Generic::List`1.AddRange(),0.0016,0.0016,0.0016,1314,1314,1314,5,5,0.00160000007599592,0.0016,0.0016,0.0016,1,1,1,1,1,1314,0.0016,0.0016,1314,1314,0.0016
UnityEngine.CoreModule.dll!UnityEngine::Object.op_Inequality(),0.0016,0.0016,0.0016,1314,1314,1314,5,7,0.00160000007599592,0.0016,0.0016,0.0016,7,7,7,7,1,1314,0.0002,0.0003,1314,1314,0.0016
UnityEngine.IMGUIModule.dll!UnityEngine::Event.Internal_SetNativeEvent(),0.0016,0.0016,0.0016,1314,1314,1314,4,4,0.00160000007599592,0.0016,0.0016,0.0016,1,1,1,1,1,1314,0.0016,0.0016,1314,1314,0.0016
UpdatePreloading,0.0016,0.0016,0.0016,1314,1314,1314,4,4,0.00160000007599592,0.0016,0.0016,0.0016,1,1,1,1,1,1314,0.0016,0.0016,1314,1314,0.0016
MeshRendererFinalizeUpdate,0.0015,0.0015,0.0015,1314,1314,1314,4,7,0.00150000007124618,0.0015,0.0015,0.0015,5,5,5,5,1,1314,0,0.001,1314,1314,0.0015
AnimationClipPlayable.EvaluateClip,0.0015,0.0015,0.0015,1314,1314,1314,8,8,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
beforeCameraRender.Invoke,0.0015,0.0015,0.0015,1314,1314,1314,3,3,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
PreUpdate.WindUpdate,0.0015,0.0015,0.0015,1314,1314,1314,2,2,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
Profiler.CollectPhysics2DStats,0.0015,0.0015,0.0015,1314,1314,1314,3,3,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
UnityEngine.CoreModule.dll!UnityEngine.Experimental.Rendering::ScriptableRuntimeReflectionSystemWrapper.get_implementation(),0.0015,0.0015,0.0015,1314,1314,1314,3,3,0.00149999995483086,0.0015,0.0015,0.0015,2,2,2,2,1,1314,0.0001,0.0014,1314,1314,0.0015
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect(),0.0015,0.0015,0.0015,1314,1314,1314,5,5,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
UnityEngine.CoreModule.dll!UnityEngine::Rect.Contains(),0.0015,0.0015,0.0015,1314,1314,1314,5,5,0.00150000001303852,0.0015,0.0015,0.0015,1,1,1,1,1,1314,0.0015,0.0015,1314,1314,0.0015
Application.Integrate Assets in Background,0.0014,0.0014,0.0014,1314,1314,1314,5,5,0.00139999995008111,0.0014,0.0014,0.0014,1,1,1,1,1,1314,0.0014,0.0014,1314,1314,0.0014
FrameEvents.XRBeginFrame,0.0014,0.0014,0.0014,1314,1314,1314,2,2,0.00139999995008111,0.0014,0.0014,0.0014,1,1,1,1,1,1314,0.0014,0.0014,1314,1314,0.0014
PreUpdate.Physics2DUpdate,0.0014,0.0014,0.0014,1314,1314,1314,2,2,0.00139999995008111,0.0014,0.0014,0.0014,1,1,1,1,1,1314,0.0014,0.0014,1314,1314,0.0014
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_allCamerasCount(),0.0013,0.0013,0.0013,1314,1314,1314,5,6,0.00130000006174669,0.0013,0.0013,0.0013,2,2,2,2,1,1314,0.0003,0.001,1314,1314,0.0013
Animator.PrepareAnimationEvents,0.0013,0.0013,0.0013,1314,1314,1314,7,7,0.00130000000353903,0.0013,0.0013,0.0013,1,1,1,1,1,1314,0.0013,0.0013,1314,1314,0.0013
EarlyUpdate.ProcessMouseInWindow,0.0013,0.0013,0.0013,1314,1314,1314,2,2,0.00130000000353903,0.0013,0.0013,0.0013,1,1,1,1,1,1314,0.0013,0.0013,1314,1314,0.0013
UnityEngine.CoreModule.dll!UnityEngine::Camera.FireOnPostRender(),0.0013,0.0013,0.0013,1314,1314,1314,4,4,0.00130000000353903,0.0013,0.0013,0.0013,1,1,1,1,1,1314,0.0013,0.0013,1314,1314,0.0013
Animators.FireAnimationEventsAndBehaviours,0.0012,0.0012,0.0012,1314,1314,1314,5,5,0.00120000005699694,0.0012,0.0012,0.0012,1,1,1,1,1,1314,0.0012,0.0012,1314,1314,0.0012
LightProbeProxyVolumeManager.Update,0.0012,0.0012,0.0012,1314,1314,1314,3,3,0.00120000005699694,0.0012,0.0012,0.0012,2,2,2,2,1,1314,0.0002,0.001,1314,1314,0.0012
mscorlib.dll!System.Collections.Generic::List`1.InsertRange(),0.0012,0.0012,0.0012,1314,1314,1314,6,6,0.00120000005699694,0.0012,0.0012,0.0012,1,1,1,1,1,1314,0.0012,0.0012,1314,1314,0.0012
PostLateUpdate.ShaderHandleErrors,0.0012,0.0012,0.0012,1314,1314,1314,2,2,0.00120000005699694,0.0012,0.0012,0.0012,1,1,1,1,1,1314,0.0012,0.0012,1314,1314,0.0012
PreLateUpdate.ConstraintManagerUpdate,0.0012,0.0012,0.0012,1314,1314,1314,2,2,0.00120000005699694,0.0012,0.0012,0.0012,1,1,1,1,1,1314,0.0012,0.0012,1314,1314,0.0012
UnityEngine.IMGUIModule.dll!UnityEngine::GUIUtility.Internal_GetDefaultSkin(),0.0012,0.0012,0.0012,1314,1314,1314,5,5,0.00120000005699694,0.0012,0.0012,0.0012,1,1,1,1,1,1314,0.0012,0.0012,1314,1314,0.0012
UnityEngine.InputModule.dll!UnityEngineInternal.Input::NativeInputSystem.NotifyUpdate(),0.0012,0.0012,0.0012,1314,1314,1314,3,3,0.00120000005699694,0.0012,0.0012,0.0012,2,2,2,2,1,1314,0.0006,0.0006,1314,1314,0.0012
Animators.WriteProperties,0.0011,0.0011,0.0011,1314,1314,1314,5,5,0.00109999999403954,0.0011,0.0011,0.0011,1,1,1,1,1,1314,0.0011,0.0011,1314,1314,0.0011
UnityEngine.CoreModule.dll!UnityEngine::Object.IsNativeObjectAlive(),0.0011,0.0011,0.0011,1314,1314,1314,7,7,0.00109999999403954,0.0011,0.0011,0.0011,1,1,1,1,1,1314,0.0011,0.0011,1314,1314,0.0011
UnityEngine.CoreModule.dll!UnityEngine::Object.op_Implicit(),0.0011,0.0011,0.0011,1314,1314,1314,4,4,0.00109999999403954,0.0011,0.0011,0.0011,1,1,1,1,1,1314,0.0011,0.0011,1314,1314,0.0011
Update.DirectorUpdate,0.0011,0.0011,0.0011,1314,1314,1314,2,2,0.00109999999403954,0.0011,0.0011,0.0011,1,1,1,1,1,1314,0.0011,0.0011,1314,1314,0.0011
mscorlib.dll!::Reader.get_SynchronizationContext(),0.001,0.001,0.001,1314,1314,1314,5,5,0.00100000004749745,0.001,0.001,0.001,1,1,1,1,1,1314,0.001,0.001,1314,1314,0.001
PreLateUpdate.LegacyAnimationUpdate,0.001,0.001,0.001,1314,1314,1314,2,2,0.00100000004749745,0.001,0.001,0.001,1,1,1,1,1,1314,0.001,0.001,1314,1314,0.001
SoundManager.Update,0.001,0.001,0.001,1314,1314,1314,3,3,0.00100000004749745,0.001,0.001,0.001,1,1,1,1,1,1314,0.001,0.001,1314,1314,0.001
UnityEngine.CoreModule.dll!UnityEngine::Camera.get_pixelRect_Injected(),0.001,0.001,0.001,1314,1314,1314,6,6,0.00100000004749745,0.001,0.001,0.001,1,1,1,1,1,1314,0.001,0.001,1314,1314,0.001
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.GetMouseButtonDown(),0.001,0.001,0.001,1314,1314,1314,6,6,0.00100000004749745,0.001,0.001,0.001,3,3,3,3,1,1314,0.0001,0.0008,1314,1314,0.001
EarlyUpdate.ExecuteMainThreadJobs,0.0009,0.0009,0.0009,1314,1314,1314,2,2,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
Initialization.XREarlyUpdate,0.0009,0.0009,0.0009,1314,1314,1314,2,2,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
PostLateUpdate.DirectorRenderImage,0.0009,0.0009,0.0009,1314,1314,1314,2,2,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
PostLateUpdate.PhysicsSkinnedClothFinishUpdate,0.0009,0.0009,0.0009,1314,1314,1314,2,2,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
PostLateUpdate.ScriptRunDelayedDynamicFrameRate,0.0009,0.0009,0.0009,1314,1314,1314,2,2,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
Profiler.CollectVideoStats,0.0009,0.0009,0.0009,1314,1314,1314,3,3,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
UnityEngine.CoreModule.dll!UnityEngine::Display.RelativeMouseAt(),0.0009,0.0009,0.0009,1314,1314,1314,5,5,0.000899999984540045,0.0009,0.0009,0.0009,1,1,1,1,1,1314,0.0009,0.0009,1314,1314,0.0009
Animator.WriteProperties,0.0008,0.0008,0.0008,1314,1314,1314,6,6,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
Animators.PrepareSecondPass,0.0008,0.0008,0.0008,1314,1314,1314,5,5,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
EarlyUpdate.DispatchEventQueueEvents,0.0008,0.0008,0.0008,1314,1314,1314,2,2,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
EarlyUpdate.XRUpdate,0.0008,0.0008,0.0008,1314,1314,1314,2,2,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
PostLateUpdate.DirectorLateUpdate,0.0008,0.0008,0.0008,1314,1314,1314,2,2,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
PreLateUpdate.DirectorDeferredEvaluate,0.0008,0.0008,0.0008,1314,1314,1314,2,2,0.000800000037997961,0.0008,0.0008,0.0008,1,1,1,1,1,1314,0.0008,0.0008,1314,1314,0.0008
Animators.SortWriteJob,0.0008,0.0008,0.0008,1314,1314,1314,5,5,0.0007999999797903,0.0008,0.0008,0.0008,2,2,2,2,1,1314,0.0001,0.0007,1314,1314,0.0008
LOD.ComputeLOD,0.0008,0.0008,0.0008,1314,1314,1314,5,6,0.0007999999797903,0.0008,0.0008,0.0008,2,2,2,2,1,1314,0.0001,0.0007,1314,1314,0.0008
mscorlib.dll!System.Collections.Generic::KeyValuePair`2..ctor(),0.0007,0.0007,0.0007,1314,1314,1314,5,5,0.000700000033248216,0.0007,0.0007,0.0007,6,6,6,6,1,1314,0,0.0003,1314,1314,0.0007
ReflectionProbeAnchorManagerUpdate,0.0007,0.0007,0.0007,1314,1314,1314,4,6,0.000700000033248216,0.0007,0.0007,0.0007,3,3,3,3,1,1314,0.0001,0.0004,1314,1314,0.0007
Shadows.Sort,0.0007,0.0007,0.0007,1314,1314,1314,9,9,0.000700000033248216,0.0007,0.0007,0.0007,6,6,6,6,1,1314,0,0.0006,1314,1314,0.0007
Terrain.Trees.OnWillRender,0.0007,0.0007,0.0007,1314,1314,1314,7,7,0.000700000033248216,0.0007,0.0007,0.0007,2,2,2,2,1,1314,0.0003,0.0004,1314,1314,0.0007
Animator.WriteTransforms,0.0007,0.0007,0.0007,1314,1314,1314,7,7,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
EarlyUpdate.AnalyticsCoreStatsUpdate,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
EarlyUpdate.ClearLines,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
EarlyUpdate.ResetFrameStatsAfterPresent,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
EarlyUpdate.UnityWebRequestUpdate,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
EnlightenRuntimeManager.AddCustomLights,0.0007,0.0007,0.0007,1314,1314,1314,6,6,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
Gfx.WaitForPresentOnGfxThread,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
GlobalEventQueue,0.0007,0.0007,0.0007,1314,1314,1314,3,3,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
Physics2D.InterpolatePoses,0.0007,0.0007,0.0007,1314,1314,1314,3,3,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
PostLateUpdate.EndGraphicsJobsAfterScriptLateUpdate,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
PreUpdate.IMGUISendQueuedEvents,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
PreUpdate.PhysicsUpdate,0.0007,0.0007,0.0007,1314,1314,1314,2,2,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
UnityEditor.dll!UnityEditor::EditorGUIUtility.get_skinIndex(),0.0007,0.0007,0.0007,1314,1314,1314,7,7,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
UnityEngine.CoreModule.dll!UnityEngine::Vector3.op_Inequality(),0.0007,0.0007,0.0007,1314,1314,1314,5,5,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.get_mousePosition(),0.0007,0.0007,0.0007,1314,1314,1314,5,5,0.000699999975040555,0.0007,0.0007,0.0007,1,1,1,1,1,1314,0.0007,0.0007,1314,1314,0.0007
mscorlib.dll!::Enumerator..ctor(),0.0006,0.0006,0.0006,1314,1314,1314,4,6,0.000600000028498471,0.0006,0.0006,0.0006,2,2,2,2,1,1314,0.0001,0.0005,1314,1314,0.0006
mscorlib.dll!::Enumerator.get_Current(),0.0006,0.0006,0.0006,1314,1314,1314,4,4,0.000600000028498471,0.0006,0.0006,0.0006,6,6,6,6,1,1314,0.0001,0.0001,1314,1314,0.0006
mscorlib.dll!System.Collections.Generic::KeyValuePair`2.get_Value(),0.0006,0.0006,0.0006,1314,1314,1314,4,4,0.000600000028498471,0.0006,0.0006,0.0006,6,6,6,6,1,1314,0,0.0002,1314,1314,0.0006
mscorlib.dll!System.Threading::Thread.GetExecutionContextReader(),0.0006,0.0006,0.0006,1314,1314,1314,5,5,0.000600000028498471,0.0006,0.0006,0.0006,1,1,1,1,1,1314,0.0006,0.0006,1314,1314,0.0006
Render.MotionVectors,0.0006,0.0006,0.0006,1314,1314,1314,4,4,0.000600000028498471,0.0006,0.0006,0.0006,1,1,1,1,1,1314,0.0006,0.0006,1314,1314,0.0006
RenderForwardAlpha.Prepare,0.0006,0.0006,0.0006,1314,1314,1314,5,5,0.000600000028498471,0.0006,0.0006,0.0006,1,1,1,1,1,1314,0.0006,0.0006,1314,1314,0.0006
SkinnedMeshOncePerFrameUpdate,0.0006,0.0006,0.0006,1314,1314,1314,4,4,0.000600000028498471,0.0006,0.0006,0.0006,2,2,2,2,1,1314,0.0001,0.0005,1314,1314,0.0006
Transform.GetScene,0.0006,0.0006,0.0006,1314,1314,1314,6,7,0.000600000028498471,0.0006,0.0006,0.0006,2,2,2,2,1,1314,0.0002,0.0004,1314,1314,0.0006
UnityEngine.CoreModule.dll!UnityEngine.Rendering::OnDemandRendering.GetRenderFrameInterval(),0.0006,0.0006,0.0006,1314,1314,1314,2,2,0.000600000028498471,0.0006,0.0006,0.0006,1,1,1,1,1,1314,0.0006,0.0006,1314,1314,0.0006
UnityEngine.CoreModule.dll!UnityEngine::Camera.GetAllCamerasCount(),0.0006,0.0006,0.0006,1314,1314,1314,6,7,0.000600000028498471,0.0006,0.0006,0.0006,2,2,2,2,1,1314,0.0001,0.0005,1314,1314,0.0006
UnityEngine.IMGUIModule.dll!UnityEngine::GUIStyle.SetDefaultFont(),0.0006,0.0006,0.0006,1314,1314,1314,5,5,0.000600000028498471,0.0006,0.0006,0.0006,1,1,1,1,1,1314,0.0006,0.0006,1314,1314,0.0006
UnityEngine.InputLegacyModule.dll!UnityEngine::Input.GetMouseButton(),0.0006,0.0006,0.0006,1314,1314,1314,6,6,0.000600000028498471,0.0006,0.0006,0.0006,3,3,3,3,1,1314,0.0001,0.0004,1314,1314,0.0006
AddCustomActiveLocalLights,0.0005,0.0005,0.0005,1314,1314,1314,6,6,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
EarlyUpdate.UpdateTextureStreamingManager,0.0005,0.0005,0.0005,1314,1314,1314,2,2,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
EnlightenRuntimeManager.RemoveCustomLights,0.0005,0.0005,0.0005,1314,1314,1314,7,7,0.000500000023748726,0.0005,0.0005,0.0005,1,1,1,1,1,1314,0.0005,0.0005,1314,1314,0.0005
